name,Цель,Тип,Страна производитель,Количество в упаковке,Количество порций,"Срок годности, мес.",price,Форма выпуска,Диетические особенности,Подходит для,Ингредиенты,"Вес нетто, г",Минералы,Витамины,Штрихкод,Белок: грамм в 1 порции,"Объем, мл",Материал,Форма креатина,Вид транспортной системы,Вид белка
Creatine Chews,Нарастить массу,Креатин моногидрат,США,144,36.0,,1180,,,,"моногидрат креатина, декстроза, сукралоза, полимеры глюкозы, натрий, стеариновая кислота, лимонная кислота, натуральные и искусственные ароматизаторы, стеарат магния.",435.0,,,039442047267,,,,,,
Creatine Ethil Ester Malate,Нарастить массу,Креатин транспорт,Россия,300,150.0,,1240,,,,,300.0,,,2000000007205,,,,,,
CON.CRET (Креатин гидрохлорид),Нарастить массу,Креатин транспорт,Россия,120,60.0,,788,,,,,,,,4631136849599,,,,,,
BCAA LevelUp BCAA Powder 252 г,"Нарастить массу, Восстановление",BCAA,Россия,252,28.0,24.0,890,порошок,"без ГМО, без консервантов",мужчин и женщин,BCAA LevelUp BCAA Powder 252 г,400.0,,,4600778004291,,,,,,
Superior Amino 2222 softgels,Восстановление,Аминокислотные комплексы,США,150,75.0,,640,,,,"протеин (казеинат кальция и желатин), соевое масло, глицерин, диоксид титана.",365.0,,,2000324758494,,,,,,
Amino Power Liquid,Восстановление,Аминокислотные комплексы,Германия,1000,66.0,,2140,,,,"Гидролизованный протеин, вода, фруктоза, лимонная кислота, глицин, гидролизат сывороточного протеина, L-лейцин, таурин, сорбат калия, цикламат натрия, ацесульфам калия, витамин В6.",1270.0,,,4044782310236,,,,,,
Night Amino,Восстановление,Аминокислотные комплексы,Испания,25,25.0,,90,,,,,530.0,,,2000324832682,,,,,,
Amino 2250,Восстановление,Аминокислотные комплексы,США,230,115.0,,1770,,,,"Amino 2250 аминокислотная смесь (концентрат сывороточного протеина, гидролизованный сывороточный протеин), дикальция фосфат, стеариновая кислота, магния стеарат, пиридоксин HCl.",910.0,,,039442027092,,,,,,
Creatine 6000-ES,Нарастить массу,Креатин моногидрат,США,510,78.0,,1310,,,,,565.0,,,631656623154,,,,,,
BCAA Capsules,Восстановление,BCAA,Германия,360,24.0,,1990,,,,"желатин, противокомковое вещество,стеарат магния,красящее вещество,оксид титана.",335.0,,,4260044262390,,,,,,
L-Arginine,Мужское здоровье,Аргинин,Россия,50,16.0,,400,,,,"L-аргинина гидрохлорид, желатин, стеарат магния, двуокись титана.",65.0,,,2000000008745,,,,,,
L-Carnitine 2500,Сбросить вес,Карнитин (L-карнитин),Германия,30,30.0,,2650,,,,"Вода, фруктоза, L-карнитин, молочная кислота,карбонат магния,глюконат цинка, сорбат калия, цикламат натрия, ацесульфам калия, сахарин натрия, витамины В1,В2,В6,В12,С.",515.0,,,4046918000899,,,,,,
Crea-Bomb,Нарастить массу,Креатин транспорт,Венгрия,660,110.0,,1090,,,,,815.0,,,728633104253,,,,,,
BCAA Complex 2200,Восстановление,BCAA,США,200,50.0,,1160,,,,"мальтодекстрин, дикальций фосфат, микрокристаллическая целлюлоза, полидекстроза, стеарат магния,диоксид кремния",550.0,,,705016381203,,,,,,
BCAA 2000,Восстановление,BCAA,США,120,30.0,,1190,,,,"Дикальций фосфат, стеарат магния, желатин, стеариновая кислота.",140.0,,,039442045447,,,,,,
"Аминокислотный комплекс Scitec Nutrition Amino Magic 500 г, вкус: апельсин",Восстановление,Аминокислотные комплексы,Венгрия,500,50.0,24.0,3020,порошок,с сахарозаменителем,мужчин и женщин,"L-глютамин, L-лейцин, L-карнитин, L-валин, L-орнитин, Таурин, L-аргинин, L-изолейцин, L-лизин, регулятор кислотности-лимонная кислота, подсластители-сукралоза, ацесульфам калия,ароматизаторы,краситель-желтый солнечный закат, экстракт плода черного перца, экстракт плода цитруса",605.0,,,728633104819,,,,,,
HMB Revolution,Нарастить массу,HMB,Польша,300,150.0,,2130,,,,"магниевые соли жирных кислот – противослеживающее вещество, желатин, диоксид титана (краситель) – оболочка капсулы.",230.0,,,5901828344435,,,,,,
Аминокислота Maxler Lysine 1000 60 таблеток,Продлить молодость,Аминокислоты отдельные,США,60,60.0,24.0,640,таблетки,вегетарианский,мужчин и женщин,"L-лизин, гидроксипропил целлюлоза, стеариновая кислота, кроскармеллоза натрия, гипромеллоза, стеарат магния, диоксид кремния.",200.0,,,817359020227,,,,,,
